200 10000
196 96 319
34 19 787
71 150 398
74 39 742
37 80 189
137 95 235
132 27 401
18 159 13
1 107 939
186 121 578
158 60 252
99 170 122
28 38 367
118 171 902
5 190 805
144 126 948
83 92 423
46 52 553
33 23 952
182 189 941
106 57 951
31 38 885
17 48 558
191 58 444
26 185 486
161 112 402
148 195 848
76 102 810
156 55 800
24 167 818
28 125 437
98 27 634
117 80 847
55 29 129
195 13 971
186 115 223
51 130 965
43 89 467
47 161 164
52 94 565
2 29 819
40 159 313
36 183 757
3 45 824
80 103 27
18 54 42
32 1 725
14 145 328
168 51 984
51 4 476
135 16 182
55 179 510
166 58 276
141 97 147
135 51 633
78 34 509
159 112 663
100 20 192
129 161 917
22 3 752
6 36 284
28 113 796
15 9 640
10 42 297
97 94 270
59 132 148
50 33 945
161 131 716
68 118 607
27 4 259
39 159 356
175 184 166
17 72 763
36 101 68
54 139 725
135 130 776
51 151 41
199 147 633
156 86 93
117 157 711
66 114 942
54 1 878
127 67 160
33 2 134
14 120 343
13 93 741
172 159 494
191 91 42
27 196 664
152 27 727
99 176 736
129 163 848
154 33 800
181 122 231
92 113 914
98 139 168
27 88 851
145 186 815
171 182 835
123 24 861
113 62 411
13 64 866
114 17 173
92 99 213
94 160 626
94 66 582
115 184 528
6 16 954
173 184 219
34 39 847
110 163 219
119 38 244
57 196 219
97 39 607
93 152 807
51 101 499
3 158 663
184 107 820
33 179 352
141 16 642
182 110 976
146 142 328
9 75 346
29 24 396
117 82 447
170 41 783
70 55 436
17 9 912
63 168 837
4 18 831
50 49 598
19 4 636
12 77 920
112 184 129
161 71 768
95 79 701
9 109 57
108 190 543
95 52 738
188 137 640
132 16 319
177 33 910
5 183 941
7 146 458
103 49 860
100 191 27
128 73 203
148 134 809
139 152 355
31 88 54
81 59 9
188 114 538
25 106 829
25 191 19
93 1 510
112 55 372
152 192 986
4 108 323
186 58 655
34 188 352
60 187 227
63 135 16
47 160 688
155 49 207
200 7 145
37 96 720
38 190 535
200 32 283
104 135 46
10 133 262
121 178 653
101 190 7
96 136 525
39 10 309
44 167 905
185 66 959
75 72 224
55 196 45
18 102 982
7 107 216
164 63 815
3 175 315
121 92 63
170 173 633
98 8 767
118 127 172
40 173 344
18 198 659
157 105 1000
158 177 823
155 197 324
26 79 17
82 182 571
40 180 217
181 122 443
199 124 982
3 124 763
159 49 151
108 55 766
89 28 836
169 75 783
191 156 166
77 122 401
47 176 940
2 155 705
84 17 222
181 159 712
161 42 146
174 47 765
143 133 898
121 132 407
34 20 838
94 7 730
69 104 593
161 15 407
175 137 682
160 85 741
19 36 708
197 124 296
45 177 977
176 33 513
181 58 431
71 112 331
143 104 134
70 146 164
56 174 437
109 36 786
118 92 43
63 76 171
59 33 603
136 70 58
53 168 682
70 181 674
179 194 331
52 47 583
8 195 919
100 35 23
144 70 429
128 82 752
129 170 716
113 176 876
197 36 338
12 32 556
80 43 349
23 81 830
102 47 694
159 54 625
108 16 563
66 48 282
127 89 278
191 122 563
34 148 402
47 57 727
118 100 448
16 34 835
95 18 879
183 76 748
69 143 991
167 156 36
86 156 584
132 19 455
146 72 198
102 99 898
39 140 678
119 94 106
111 138 316
104 136 876
150 14 693
124 113 352
161 180 381
145 123 570
170 137 78
127 179 398
59 64 481
22 73 536
67 22 630
32 196 316
108 200 969
176 158 802
56 65 197
111 143 179
99 165 342
120 200 858
195 58 760
103 90 836
200 99 539
171 69 123
42 190 382
91 159 804
172 25 233
84 31 313
86 89 221
161 38 838
25 142 435
100 166 35
100 58 821
66 186 745
38 10 408
93 156 800
72 156 632
89 58 736
172 19 184
94 156 953
126 147 418
103 33 15
152 4 217
80 75 231
164 133 755
11 149 769
179 45 900
10 91 198
20 97 46
58 42 172
80 30 522
165 2 496
95 152 240
186 155 468
186 191 415
4 107 165
6 104 985
30 9 241
83 98 723
198 10 458
131 45 468
122 172 275
118 139 889
173 177 492
83 114 498
84 182 592
115 65 117
157 27 738
157 65 825
5 88 462
66 187 74
83 29 692
27 28 933
182 23 523
153 27 588
71 95 862
109 117 622
13 73 89
139 6 699
157 7 76
108 129 218
82 74 788
123 58 212
104 38 372
5 78 904
157 9 272
64 155 106
123 125 598
27 92 360
163 44 163
47 107 987
118 59 772
69 195 883
44 71 977
196 36 164
70 7 172
109 189 670
181 13 476
34 7 509
157 29 479
125 104 835
143 84 629
52 112 813
59 60 351
33 140 6
58 44 201
151 133 580
170 168 150
22 168 822
61 77 384
29 10 383
145 29 434
132 165 867
92 28 660
115 11 847
65 97 807
44 110 873
116 104 616
102 26 641
143 156 408
21 74 51
3 148 30
155 153 754
22 129 524
97 127 522
137 63 705
162 157 707
119 23 254
77 40 129
139 52 729
80 166 918
2 141 772
33 29 591
58 184 293
182 78 650
59 143 565
135 177 39
37 105 851
13 11 250
26 114 952
189 18 784
189 157 935
100 105 501
196 8 549
181 153 508
125 160 398
150 182 651
102 64 626
46 122 151
86 110 554
59 32 757
12 164 525
154 128 714
72 191 195
181 140 75
79 93 745
115 118 819
27 64 638
144 49 229
137 76 904
112 144 304
134 55 398
183 15 105
43 36 28
71 134 365
99 126 790
39 82 406
72 174 671
170 175 94
73 39 787
14 126 21
140 105 187
198 145 501
12 185 9
110 133 994
7 75 941
170 128 299
92 128 276
57 104 658
175 21 675
166 4 540
48 174 14
142 43 483
194 157 361
173 71 57
52 134 962
5 58 660
71 181 70
28 6 616
149 111 147
41 146 809
117 131 83
61 106 743
188 133 370
29 124 858
85 175 863
80 64 447
157 19 730
27 20 796
141 6 306
111 140 215
146 150 799
157 120 431
36 72 168
7 177 542
109 155 747
38 103 802
160 139 89
186 74 595
89 53 835
189 165 112
52 37 179
135 87 32
186 68 927
59 54 580
190 128 157
184 100 125
153 130 532
119 22 748
178 117 3
175 142 839
80 68 595
109 114 796
152 182 132
122 163 62
37 164 251
143 100 394
13 190 529
103 36 921
127 6 422
139 130 379
45 168 77
30 86 215
101 108 999
183 9 108
195 29 425
162 25 459
115 125 486
154 47 500
175 1 943
55 16 967
166 179 59
48 47 110
132 60 543
11 96 759
190 73 93
106 9 722
79 30 51
118 59 778
98 149 687
82 30 415
160 191 859
32 112 911
192 170 577
1 111 429
131 153 852
65 162 82
171 176 160
104 76 853
150 78 454
135 23 810
158 159 890
55 109 737
24 145 373
43 41 680
196 28 218
133 131 960
152 116 730
114 121 326
25 109 35
184 67 752
56 69 518
100 34 373
102 108 589
114 29 319
122 55 303
151 143 517
156 122 55
101 25 87
91 178 604
94 111 216
78 56 569
19 120 297
133 192 394
98 113 241
99 114 43
28 13 473
144 179 821
152 92 975
102 9 174
186 184 910
172 137 643
156 103 514
43 93 527
143 9 130
192 4 242
43 14 863
176 37 706
14 96 907
61 28 932
191 120 716
156 57 560
4 25 848
37 64 485
181 63 513
109 83 456
25 67 218
26 99 855
152 42 28
26 44 977
59 9 34
20 59 240
186 197 33
165 186 347
99 186 934
66 16 498
158 48 137
18 166 928
186 80 60
139 196 513
182 32 272
29 49 269
180 34 54
153 185 968
61 114 657
24 194 650
14 195 129
97 53 437
20 6 896
166 31 22
197 181 973
134 93 57
11 118 896
39 198 283
95 22 960
158 55 374
14 9 894
27 168 45
149 170 178
71 156 361
56 98 640
162 12 168
190 4 599
166 131 483
128 172 541
152 61 416
96 44 920
34 45 741
151 58 839
151 125 809
169 140 190
77 186 541
143 48 731
90 55 59
158 135 340
50 105 45
89 149 511
149 13 508
146 200 24
62 17 691
40 91 681
60 120 375
78 155 999
101 8 353
142 182 885
48 5 319
47 25 116
98 92 882
140 100 723
18 21 202
152 155 427
48 121 776
21 120 434
22 169 844
49 143 344
18 135 213
75 188 830
60 76 371
21 53 276
178 153 127
174 181 701
68 157 374
12 200 805
85 73 181
110 7 356
55 58 924
103 137 204
94 117 354
173 41 133
79 165 1
195 110 237
188 187 159
3 145 480
53 5 676
62 5 835
130 150 32
63 62 982
3 102 382
140 169 630
120 34 32
58 184 874
134 57 357
26 22 349
84 46 182
125 183 152
189 26 608
91 154 759
21 24 61
47 13 916
141 99 940

